DIRETORIA TÉCNICA E DE ENGENHARIA - DTE,,,,,,,,,,,,,,,,
A - ATIVIDADES OPERACIONAIS - COORDENADORIA DE DESTINAÇÃO DE RESÍDUOS - TCD,,,,,,,,,,,,,,,,
,"4,7","4,6","4,3","4,3",4,"3,8","3,7","5,4","4,9","4,3","4,8","4,5","4,9",,,
Gerência Ofensora 3,UGV - B,UGV - M,UGV - O,UGV - N,UGV - M,UGV - N,UGV - N,UGV - T,UGV - T,UGV - S,UGV - N,UGV - S,UGV - N,,,
,"6,5","6,2","5,9","4,8","4,5","4,8","4,8","5,6","5,5","4,3",5,"5,1",5,,,
,,,,,,,,,,,,,,,,
Utilização Pás Carregadeiras AP 1/2/3,,,,,,,,,,,,,,,,
Horas Utilizadas / Horas Estimadas (h),mai.-25,jun.-25,jul.-25,ago.-25,set.-25,out.-25,nov.-25,dez.-25,jan.-26,fev.-26,mar.-26,abr.-26,mai.-26,,,
"Total P20, P23, P23A - h/mês","0,903","0,869","0,858","0,84","0,849","0,725","0,896","0,896","0,966","0,975","0,9","0,866","0,815",,,
,,,,,,,,,,,,,,,,
P20 - Pá Carregadeira Compacta - h/mês,"0,746","0,598","0,877","0,895","0,841","0,644","0,729","0,674","0,757","0,654","0,527","0,595","0,693",,,
,,,,,,,,,,,,,,,,
P23 - Pá Carregadeira Articulada - h/mês,"0,92","0,99","0,848","0,737","0,728","0,737","0,91","0,886","0,889","0,987","1,009","0,81","0,872",,,
,,,,,,,,,,,,,,,,
P23A - Pá Carregadeira Articulada - h/mês,"1,06","0,959","0,855","0,976","1,1","0,798","1,072","1,186","1,37","1,341","1,136","1,306","1,088",,,
,,,,,,,,,,,,,,,,
Utilização Pás Carregadeiras AP 4/5,,,,,,,,,,,,,,,,
Horas Utilizadas / Horas Estimadas (h),mai.-25,jun.-25,jul.-25,ago.-25,set.-25,out.-25,nov.-25,dez.-25,jan.-26,fev.-26,mar.-26,abr.-26,mai.-26,,,
"Total P20, P23, P23A - h/mês","1,038","0,764","0,965","1,35","0,748","0,881","0,845","0,88","0,766","0,918","1,106","0,966","0,99",,,
,,,,,,,,,,,,,,,,
P20 - Pá Carregadeira Compacta - h/mês,"0,939","0,709","1,169","0,951","0,659","0,991","0,525","0,483","0,489","0,479","0,875","0,367","0,733",,,
,,,,,,,,,,,,,,,,
P23 - Pá Carregadeira Articulada - h/mês,"1,118","0,693","0,943","2,047","0,815","0,829","1,242","1,162","0,856","1,061","1,006","1,065","1,064",,,
,,,,,,,,,,,,,,,,
P23A - Pá Carregadeira Articulada - h/mês,"1,031","0,908","0,796","0,832","0,746","0,842","0,64","0,897","0,916","1,154","1,458","1,412","0,977",,,
C - MANUTENÇÃO FROTA PRÓPRIA,,,,,,,,,,,,,,,,
,mai.-25,jun.-25,jul.-25,ago.-25,set.-25,out.-25,nov.-25,dez.-25,jan.-26,fev.-26,mar.-26,abr.-26,mai.-26,,,
Frota Total,107,93,93,93,93,93,93,93,76,74,74,74,74,,,
Caminhões em operação,15,15,15,14,11,12,8,7,8,8,8,8,8,,,
Triciclos em Operação,8,8,9,8,7,7,6,6,7,6,6,6,6,,,
Pás Carregadeiras em Operação,0,0,2,2,2,2,2,2,1,1,1,1,1,,,
Tratores de Corte em operação (*),0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Micro Tratores de comunidade em Operação,4,4,4,4,0,0,0,1,0,0,0,0,0,,,
Outros Tipos em Operação,13,12,11,11,7,9,8,8,0,0,0,0,0,,,
Total em Operação,40,39,41,39,27,28,26,24,16,14,14,14,14,,,
Consumo Óleo Lubrificante (15W40) - l,103,91,111,52,117,44,28,69,95,21,29,98,34,,,
Consumo Óleo Hidrauilico (HR68W)- l,67,10,0,6,120,26,20,66,86,0,50,0,14,,,
Consumo Óleo Lubrificante (10W) - l,80,9,48,102,67,70,16,0,121,60,30,32,7,,,
Consumo Óleo Diesel - l,3.933,2.728,3.289,3.833,3.655,3.167,1.690,1.534,1.535,1.340,1.614,1.847,1.517,,,
,,,,,,,,,,,,,,,,
D - MANUTENÇÃO PREDIAL - GERÊNCIA DE OBRAS - TGO,,,,,,,,,,,,,,,,
Quantidades,mai.-25,jun.-25,jul.-25,ago.-25,set.-25,out.-25,nov.-25,dez.-25,jan.-26,fev.-26,mar.-26,abr.-26,mai.-26,,,
Quantidades Intervenções hidráulicas e elétricas e outras,115,83,68,36,74,49,75,60,59,62,74,57,66,,,
Manutenção de Ecopontos,1,6,1,1,3,6,1,1,1,2,0,0,0,,,
"Limpeza de telhados, calhas e ralos",16,20,5,0,4,19,11,6,2,13,23,4,13,,,
Refrigeração,3,7,7,14,7,15,6,17,8,17,10,17,25,,,
Pequenas Intervenções (mão de obra fixa por um período),4,4,3,4,5,6,8,7,4,4,2,3,2,,,
